id,firstname,lastname,faction,position,date, url,speech
"1059946","Beatrix","Storch","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nVielen Dank für das Wort. – Herr Minister, ich möchte zu der Verordnung für Sonderrechte für Geimpfte und Genesene fragen. Sie werden mir gleich sagen, dass es keine Privilegien sind – gleichwohl. In dieser Verordnung steht drin:\n\nIst aufgrund wissenschaftlicher Erkenntnisse hinreichend belegt, dass geimpfte Personen und genesene … nicht (mehr) ansteckend sind …, müssen … Erleichterungen … vorgesehen werden.\n\nMeine erste Frage lautet: Wie wollen Sie verhindern, dass dadurch die Republik unterteilt wird in Menschen, die geimpft sind, und Menschen, die nicht geimpft sind – die einen mit Grundrechten, die anderen mit weniger oder sehr viel weniger oder gar keinen Grundrechten? Das ist meine erste Frage.\n\nMeine zweite Frage bezieht sich auf den zweiten Absatz dieser Verordnung:\n\nEs handelt sich … nicht um … Privilegien, sondern um die Aufhebung nicht mehr gerechtfertigter Grundrechtseingriffe.\n\nDie Rechtfertigung der Grundrechtseingriffe ist in § 28b geregelt. Da steht drin: Sieben-Tage-Inzidenz, 100er-Schwellenwert bei 100 000 Einwohnern.\n\nMeine Frage ist: Welche wissenschaftliche Grundlage gibt es für diese Rechtsgrundlage? Denn Sie müssen zunächst den Eingriff rechtfertigen. Für die Befreiung, sagen Sie, braucht es eine wissenschaftliche Grundlage. Ich möchte von Ihnen wissen, wie die Einschränkung von Grundrechten wissenschaftlich belegt ist. Welche wissenschaftliche Grundlage gibt es dafür, dass mein Mann und ich nach 22 Uhr nicht gemeinsam auf die Straße gehen dürfen, weil wir keinen Hund haben? Wenn wir einen Hund hätten, dürften wir das. Welche wissenschaftliche Grundlage haben Sie, dass meine Grundrechte so eingeschränkt sind?\n\n({0})"
"1059949","Beatrix","Storch","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nDie Frage war nicht, ob das verhältnismäßig ist, sondern ob die Maßnahme geeignet ist – das prüft der Jurist zunächst –, und für die Geeignetheit tragen Sie die Beweislast. Sie müssen darlegen und beweisen, dass der Eingriff etwas bringt, und das muss wissenschaftlich dargelegt werden. Und Sie sprechen hier auch für das Robert-Koch-Institut. Ich frage Sie: Was haben die für Grundlagen?\n\nVielleicht noch konkreter: Warum dürfen nach dieser Verordnung Bücher verkauft werden, aber Lampen nicht? Warum dürfen Blumen verkauft werden, Schuhe aber nicht? Warum dürfen Fahrräder nicht verkauft werden, aber Rasenmäher schon? Das steht alles in dieser Verordnung drin. Und ich frage Sie noch mal: Welches sind die wissenschaftlichen Grundlagen, auf die Sie als Regierung diese Maßnahmen stützen – über das RKI? Aber was ist die Grundlage?"
"1059952","Rainer","Kraft","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nVielen Dank. – Gut, dass wir bei diesem Thema sind und dass wir einen Mediziner haben. – Herr Minister Braun, wie kann es sein, dass die Regierung diese weitgehenden einschränkenden Maßnahmen an dem Inzidenzwert festmacht, der eine reine statistische Erhebung ist und mit dem tatsächlichen Krankheitsverlauf in der Bevölkerung nichts zu tun hat? Denn der Inzidenzwert ist maßgeblich von der Anzahl der durchgeführten Tests abhängig. Diese sind aufgrund des Kriteriums der Spezifizität, also der falsch positiven Tests, ein Haupttreiber des Inzidenzwertes im Allgemeinen. Das heißt, durch eine Verdopplung der Test kann ich eine Verdopplung der Inzidenzen erreichen, auch wenn sich am tatsächlichen Krankheitsverlauf, am tatsächlichen Krankheitsbild der Bevölkerung, de facto nichts geändert hat. Ich kann sogar in einer Nullcoronasituation allein durch falsch positive Tests eine Inzidenz herbeitesten. Wie kann so was in ein Gesetz gegossen werden durch einen Mediziner im Kanzleramt?"
"1059958","Johannes","Huber","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nVielen Dank, Herr Präsident. – Herr Minister Braun, vielen Dank für die Gelegenheit zur Nachfrage. Sie haben nämlich gerade geleugnet und bestritten, dass die Inzidenzzahl von der Anzahl der Tests abhängig wäre. Es ist nun mal im theoretischen Fall so – ich will es anschaulich machen –: Der Bundestag besteht aus etwa 700 Vertretern. Nehmen wir an, es wären alle infiziert. Dann ist die Inzidenz bei 50 Tests 50, bei 100 Tests wäre die Inzidenz 100, bei 200 Tests wäre die Inzidenz folglich 200.\n\n({0})\n\nVon daher ist die Testhäufigkeit natürlich ausschlaggebend für den Inzidenzwert. Bleiben Sie trotzdem bei der Meinung, dass der Inzidenzwert das geeignete Mittel der Wahl wäre? Warum nehmen Sie nicht die Positivrate als Grundlage für die Einschätzung des Infektionsgeschehens und auch des Pandemiegeschehens?\n\n({1})\n\nDie Positivrate wäre nämlich von der Testhäufigkeit abhängig und würde diesen Fakt wissenschaftlich betrachten."
"1059970","Rainer","Kraft","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nVielen Dank. – Stichworte „Gesundheitsminister Spahn“ und „Pflegekräfte“. Vor zwei Jahren gab es den Plan, Pflegekräfte unter anderem in Mexiko anzuwerben. Nun haben wir die Coronasituation. Inwiefern sind diese Anwerbeversuche davon betroffen? Wie groß ist dann die Minderversorgung und personelle Unterversorgung durch das Fehlen angeworbener Pflegekräfte in Deutschland, in diesem Fall durch Corona verursacht?"
"1060000","Rainer","Kraft","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nEine Ja/Nein-Frage. Das teuerste Arbeitspferd in den Behörden und auch hier im Bundestag ist nach wie vor das Telefax. Also Ja/Nein-Frage: Wird Ihre Digitalisierungsoffensive innerhalb von 24 Monaten dazu führen, dass das Faxzeitalter in den deutschen Behörden beendet ist?"
"1060021","Beatrix","Storch","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nVielen Dank. – Angenommen, wir erreichen Klimaneutralität bis 2045, was auch immer das heißt: Um wie viel Grad reduziert sich die Temperatur, wenn Deutschland dieses Ziel erreicht? Ich weise darauf hin, dass es große Industriestaaten gibt, die bei dieser Geschichte nicht mitmachen. Unter Berücksichtigung des Anteils von Deutschland an den Treibhausgasen: Um wie viel Grad wird die Temperatur gesenkt, wenn wir, Deutschland, unsere ehrgeizigsten Klimaschutzziele erreichen? Welche Gradzahl können Sie nennen? Und können Sie mir sagen, auf welcher wiederum wissenschaftlichen Grundlage Sie das beweisen können? Ich frage das, damit wir sehen, dass sich das lohnt, was wir machen; gerade habe ich gehört: keine Tierzucht mehr, kein Fleisch mehr essen – und was auch sonst noch alles an Restriktionen kommen soll.\n\n({0})"
"1060039","Stephan","Brandner","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nJa, gerne. – Dass die Kanzlerin sich sorgt, das mag so sein; davon kommt draußen nichts an. Und dass sich viele Menschen bei ihr gut aufgehoben fühlen: Ich kenne keinen, der sich da gut aufgehoben fühlt. – Egal.\n\n({0})\n\nAm 25. März hat „Die Zeit“ getitelt „Ab in die Präsidialrepublik“ und deutlich gemacht, dass der Neubau von Teilen des Bundeskanzleramtes den Anschein erwecke, als wenn sich Deutschland in ein neues Regierungssystem, nämlich eine Präsidialrepublik, entwickeln würde. Wörtlich heißt es:\n\nMit seinem ständigen Mitarbeiterwachstum verschiebt das Bundeskanzleramt die fein austarierten Gewichte des parlamentarischen Regierungssystems …\n\nNun wissen wir alle: Das Bundeskanzleramt soll für 600 Millionen Euro umgebaut werden: mehretagige Luxuswintergärten, Promi-Kindergarten, Hubschrauberlandeplatz in luftiger Höhe, Baukosten von 20 000 Euro pro Quadratmeter. Herr Braun, ich frage Sie: Finden Sie das in dieser tiefen Krise, in der sich unser Land befindet, aber auch ansonsten angemessen?"
"1060030","Stephan","Brandner","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nJa, vielen Dank. – Herr Braun, im Rahmen des Formats „Die Bundeskanzlerin im Gespräch“ – das ist noch abrufbar über die Webseite des Bundeskanzleramtes – beantwortete Ihre Chefin am 27. April 2021 eine Frage zum vierten Bevölkerungsschutzgesetz, also zur sogenannten Bundesnotbremse, wie folgt – Zitat – :\n\nDadurch, dass wir jetzt ein Bundesgesetz gemacht haben, kann das nur durch das Bundesverfassungsgericht noch überprüft werden. Das heißt also, man hat nicht die verschiedenen Verwaltungsgerichtsentscheidungen … Und was hat die Sache noch mal erschwert? Dass verschiedene Gerichtsentscheidungen immer nach dem Gleichbehandlungsgrundsatz gehen … und schwups ist man in einer Bahn, wo dann alle Geschäfte auf sind.\n\nZitat Ende. – Frau Merkel brüstete sich also mit Verstößen gegen den Gleichheitsgrundsatz, Artikel 3 Grundgesetz, und mit der von ihrer Koalition verursachten massiven Rechtswegbeschränkung, also einem Verstoß gegen Artikel 19 Absatz 4 Grundgesetz, die Rechtsschutzgarantie. Frau Merkel war froh, dass es keine verwaltungsgerichtlichen Entscheidungen im Rahmen der Coronamaßnahmen mehr gibt.\n\nIch habe seit Jahren den Eindruck, dass Frau Merkel auf Kriegsfuß mit unserer Verfassung steht und teilweise deren Vorgaben missachtet\n\n({0})\n\noder auch verachtet – Stichworte: Asylrecht, Struktur der Europäischen Union, Parallelstrukturen, Ministerpräsidentenkonferenz und so etwas."
"1060032","Stephan","Brandner","AfD","Member of Parliament","2021-05-05T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19226.pdf","\n\nZudem meine ich auch seit Jahren zu bemerken, dass Frau Merkel einen Hang zur Beratungsresistenz –"
