id,firstname,lastname,faction,position,date, url,speech
"1062030","Claudia","Roth","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nHerr Präsident! Kolleginnen und Kollegen! Am 22. Juni 1941 überfiel Nazideutschland die Sowjetunion und begann mit der systematischen Vernichtung und Ermordung all dessen, was sich dem Versklavungsversuch der Nazis widersetzte. Das Ausmaß des menschlichen Leids und der Zerstörung bleiben auch 80 Jahre danach unvorstellbar, unfassbar. Der Rassenwahn der Nazis hatte den Boden für diesen Krieg bereits Jahre zuvor bereitet. Mit dem sogenannten jüdischen Bolschewismus wurden die Feindbilder klar umrissen. Die Antastbarkeit der Menschenwürde und die Bestimmung des sogenannten „unwerten Lebens“ wurden mit jahrelanger Propaganda und Reduzierung der Menschen auf ihre ethnische, religiöse und kulturelle Herkunft begründet.\n\nDen Worten folgten grauenhafte Taten. Zur Erreichung der offiziellen Kriegsziele wurden große Teile der sowjetischen Bevölkerung vertrieben, versklavt und getötet: Lemberg, Minsk, Riga, Leningrad, Odessa, Babyn Jar stehen längst nicht vollzählig symbolisch dafür.\n\nAm Ende der Besatzung war der Boden der Sowjetrepubliken blutgetränkt, waren Dörfer, Regionen, aber auch ganz gezielt jüdische Gemeinden dem Erdboden gleichgemacht. Forschungen sprechen heute von bis zu 40 Millionen Opfern. Allein in Weißrussland wurden bei Massakern gegen die Zivilbevölkerung 345 000 Menschen von deutschen Soldaten ermordet. In Babyn Jar erschossen die Sonderkommandos der Wehrmacht in 36 Stunden 33 771 Jüdinnen und Juden, darunter Säuglinge und Kinder.\n\nIn der Erinnerungspolitik der Bundesrepublik spielten diese Opfer und ihre Hinterbliebenen kaum eine Rolle. Aufgrund der politischen Spaltung Europas kamen sie unter die Räder des Kalten Krieges. Wo wurde ich, aufgewachsen in Süddeutschland, damit konfrontiert? Im Geschichtsunterricht nicht. Durch meine Oma vielleicht, die Zeit ihres Lebens hoffte, dass ihr Bruder Hans aus Stalingrad zurückkehrt, durch meinen Klavierlehrer, der immer viel zu große Stiefel trug, weil ihm die Zehen dort abgefroren waren.\n\nAnlässlich des 80. Jahrestags stelle ich mit Scham und Schrecken fest, wie groß die blinden Flecken unserer Erinnerung sind, stelle fest, dass wir eine in Ost und West geteilte Erinnerung haben. Aber diese müssen wir zusammenführen, das Vergangene zusammendenken; denn auch die Erinnerung an die Verbrechen in der ehemaligen Sowjetunion gehört doch zu unserem kollektiven Gedächtnis, und das darf nicht verblassen, weil es die Sowjetunion nicht mehr gibt.\n\nEine ehrliche, eine umfassende Aufarbeitung der Geschichte stärkt die Demokratie, und das beugt rassistischen Ideologien mit Vernichtungs- und Säuberungsfantasien vor. Das, liebe Kolleginnen und Kollegen, ist unsere Aufgabe.\n\n({0})"
"1062040","Manuel","Sarrazin","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nHerr Präsident! Meine Damen und Herren! Ich denke, es ist sehr wichtig, dass wir uns darüber bewusst sind, dass es eine neue Art und Weise von Geschichtskultur gibt – bei uns in Deutschland, aber auch in den Ländern, über die wir reden. Wenn ich in den sozialen Medien sehe, wie vor der Coronazeit junge Menschen mit ihren Eltern und Großeltern, wie Familien zu der Parade am 9. Mai in Moskau oder auch anderswo strömten, dann freut mich dieser Umgang, dieser positive Bezug auf die Väter, auf die Helden, die in der Roten Armee gekämpft haben. Gleichzeitig bin ich todtraurig, wenn ich durch Moskau fahre und bei wahrscheinlich sympathischen Menschen im Auto die Sankt-Georgs-Streifenbänder sehe, die letztlich von einer Solidarisierung mit einem absoluten Unrechtskrieg in der Ukraine aufgrund einer meiner Ansicht nach historischen Fehlannahme zeugen.\n\nÜber die Brüche in der Kultur – die Freude der russischen Jugend über den Sieg der Roten Armee auf der einen Seite, die Situation heute auf der anderen Seite – und über die Schwierigkeiten, die ich damit habe, möchte ich heute reden. Denn es wird ein Fehler gemacht, der auch in dieser Debatte gemacht wird, nämlich dass man versucht, absolute Lehren aus der Geschichte zu ziehen, um daraus heutige Politik zu legitimieren. Ich denke, es ist richtig, dass wir die verschiedenen Perspektiven der Geschichte wahrnehmen. Jede der verschiedenen Perspektiven der Geschichte hat ihre Berechtigung. Sie alle haben ihren Ort, und sie alle müssen von uns wahrgenommen werden.\n\nWir müssen auch darüber reden, wie die Geschichtsrezeption nach dem Krieg politisch genutzt wurde. Dazu gehört auch, dass man anerkennt, dass nach Tschernobyl in den Jahren 1987 bis 1989 eine Veränderung von Geschichtsrezeption in Zentraleuropa und in der Ukraine stattgefunden hat. Deswegen ist es meiner Ansicht nach wichtig, dass wir versuchen, das Gedenken an diesen unglaublich grausamen Krieg von zu viel Tagespolitik freizuhalten. Sie alle wissen, dass ich eine klare Meinung zu diesem Thema habe.\n\nIch möchte daran ansetzen und sagen: Wir sollten, anstatt zu viel über Sachen zu reden, die alle vielleicht schon wissen, viel mehr darüber reden, was wir zu wenig besprechen, beispielweise über den „Holocaust durch Kugeln“, der bereits angesprochen wurde, über das Schicksal der Zwangsarbeiter, über das Schicksal der Kriegsgefangenen und über die unendliche Grausamkeit dieses Krieges, den Deutschland über die Sowjetrepubliken gebracht hat – nicht Nazideutschland, sondern Deutschland! Der Krieg war von der Wehrmacht als Vernichtungskrieg geplant. Die Wehrmacht hat bewusst geplant, die Kriegsgefangenen verhungern zu lassen und sich selbst von dem Land zu ernähren. Es ist Deutschland gewesen, das diese Verbrechen begangen und diese bis heute historisch zu verantworten hat. Ich hoffe, dass wir dem gerecht werden können.\n\nWir müssen versuchen, allen Gesellschaften gerecht zu werden: nicht nur, aber auch der russischen Gesellschaft, nicht nur, aber auch der ukrainischen Gesellschaft, nicht nur, aber auch der belarussischen Gesellschaft. Wie vielfältig letztlich die Wahrheit der Rezeption und auch – wenn es sie gibt – die historische Wahrheit dieses Krieges ist, das zeigen die Inschriften, die hier schon genannt worden sind. Vor der Praxis der Parlamentsärztin finden Sie arabische Schriftzeichen baschkirisch-russischer Soldaten. Das zeigt, dass es wichtig ist, an die Geschichte zu erinnern. Aber wenn wir der Vielfalt der Geschichte gerecht werden wollen, sollten wir sie nicht mit aktueller Tagespolitik und absoluten Wahrheiten überfrachten.\n\nDanke sehr.\n\n({0})"
"1062062","Manuel","Sarrazin","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nHerr Außenminister, Sie haben jetzt die Chance verpasst, die Ihnen Herr Lambsdorff gegeben hat, sich hier mit einer Bewertung zu Putins Äußerung noch mal eindeutig und klar zu verhalten, die geopolitische Dimension dieser Äußerung anzusprechen und vielleicht auch deutlich zu machen, dass die Bundesregierung auch nach 2024 den Transport relevanter Gastransitmengen durch die Ukraine befürwortet und von der russischen Seite verlangt. Ich wollte Ihnen einfach die Chance geben, das jetzt hier mit ein bisschen mehr Redezeit nachzuholen."
"1062093","Manuel","Sarrazin","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nHerr Minister, ich möchte nachfragen, ob Sie sich als Bundesregierung bei der Vorbereitung dieser Sanktionen auch dafür einsetzen, dass die belarussische Kali- und Erdölindustrie Teil eines möglichen neuen Sanktionspakets werden könnte."
"1062074","Jürgen","Trittin","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nHerr Bundesminister, im Anschluss an die Frage vom Kollegen Lambsdorff: Build Back Better ist ein komplett kreditfinanziertes Programm. Wenn das jetzt globalisiert und verstetigt werden soll: Glauben Sie, dass mit dieser Überlegung innerhalb der Europäischen Union die Vorstellung, dass die Anleihe, die man für den Recovery Fund aufgelegt hat, eine Ausnahme ist? Oder sehen Sie nicht vielmehr die Notwendigkeit, dass Europa wie auch die USA, wenn sie in diesen Wettbewerb mit China treten wollen, diese Programme auch künftig über Anleihen – sprich: kreditfinanziert – machen müssen und dass dafür die Potenziale der Europäischen Investitionsbank schlicht und ergreifend nicht ausreichen?"
"1062096","Ottmar","Holtz","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nSchönen Dank, Herr Präsident. – Herr Minister, in Ihrem Eingangsstatement haben Sie den derzeit sehr heiß diskutierten Versöhnungsprozess mit Namibia nicht angesprochen. Ich möchte Ihnen dazu eine Frage stellen.\n\nIm namibischen Parlament hat gestern die Debatte über den Entwurf einer gemeinsamen Erklärung begonnen. Insofern ist das namibische Parlament – das muss man mal so sagen – dem Bundestag einen Schritt voraus, weil wir diese Möglichkeit leider nicht haben.\n\nEs gibt widersprüchliche Signale. Es gibt Personen auch im Umfeld der Regierungsverhandler auf der namibischen Seite, die noch Probleme mit dem Abkommen sehen. Es gibt auch Berichte vom „Tagesspiegel“, dass der Vizepräsident, bei dem ja das Büro des Chefunterhändlers Dr. Zed Ngavirue angesiedelt war, Nangolo Mbumba in Aussicht gestellt hat, dass die Summe von 1,1 Milliarden Euro, die in dem Entwurf stehen, neu verhandelt werden könnte. Aber Ruprecht Polenz, der deutsche Chefunterhändler, meinte, dass das jetzt unterschriftsreif sei.\n\nDas sind so ein bisschen widersprüchliche Angaben. Dazu hätte ich ganz gerne Ihre Einschätzung: Ist es denn so, dass da noch nachverhandelt werden kann, was die Summe angeht, oder nicht?"
"1062099","Ottmar","Holtz","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nSchönen Dank, Herr Präsident. – Nur dass da kein Missverständnis entsteht: Ich finde es gut, dass diese Verhandlungen jetzt zu einem Abschluss gekommen sind, und ich finde es gut, dass jetzt etwas vorliegt, was man auch tatsächlich mal diskutieren kann, was vielleicht auch zu den ersten zwei wichtigen Schritten führt, nämlich der Anerkennung, dass das Völkermord war, und der Bitte um Entschuldigung; das sind ja zwei Säulen, die mit Geld nichts zu tun haben. – Nur dass da kein Missverständnis entsteht: Ich finde es gut, dass wir jetzt so weit gekommen sind.\n\nIch habe nur eine Sorge, was die Akzeptanz in Namibia angeht. Klar, es wird immer Einzelne geben, die das ablehnen. Das ist auch mir bewusst. Aber man müsste ja schon hoffen, dass es eine größtmögliche Akzeptanz gibt. Und wenn selbst in den Reihen derjenigen, die auf der Seite der Regierung verhandelt haben, noch Vorbehalte bestehen, dann wäre es doch sicherlich gut, wenn man diejenigen noch gewinnen könnte. Und deswegen die Frage noch mal an Sie, ob Sie möglicherweise Konsequenzen daraus ziehen, wenn jetzt der Protest anhält oder noch größer wird und auch aus Reihen der Regierungsfraktionen in Namibia Proteste kommen."
"1062121","Luise","Amtsberg","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nVielen Dank. – Herr Außenminister, das lässt ja überhaupt tief blicken, was den Umgang der Bundesregierung mit dem Land Afghanistan angeht. Deshalb möchte ich eine Frage dazu stellen, die im weitesten Sinne auch davon berührt ist.\n\nGestern fand ja wieder eine Sammelabschiebung nach Afghanistan statt. Wir wissen um die Sicherheitslage. Wir wissen, dass die Zahl der Anschläge gerade auch auf Zivile zunimmt. Wir wissen, dass die dritte Welle der Coronapandemie große Schwierigkeiten verursacht, vor Ort das Gesundheitssystem aufrechtzuerhalten.\n\nDeshalb möchte ich Sie fragen, wie Sie unter all diesen Umständen die Fortführung der Sammelabschiebungen, die ja auch mit logistischer Unterstützung des Auswärtigen Amtes geschieht, weiter mit Ihrem Gewissen vereinbaren können. Verbunden damit ist die Frage, ob Sie sich für einen Abschiebestopp nach Afghanistan einsetzen werden – ich glaube, die Lage vor Ort lässt diese Überlegung zu – und ob es einen weiteren Lagebericht des Auswärtigen Amtes zur Lage in Afghanistan geben wird."
"1062136","Ottmar","Holtz","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nSchönen Dank, Frau Präsidentin. – Herr Minister, Sie sagten vorhin, dass sich die Projekte darauf beziehen, die Landbevölkerung der Herero und Nama zu unterstützen.\n\n({0})\n\nWenn man in den Entwurf dieser gemeinsamen Erklärung guckt, dann sieht man, dass da sieben Regionen, also Regions genannt, sind, unter anderem die Region Khomas, die zum Beispiel auch die Hauptstadt Windhuk beinhaltet. In dieser Region leben ja sehr viele Menschen, die eben keine Herero oder Nama sind – gerade auch in der Stadt Windhuk. Die Frage ist jetzt: Wie wird sichergestellt, dass am Ende tatsächlich auch die Nachfahren bzw. Angehörigen der Opfergruppen in den unmittelbaren und – ich sage es mal so – spürbaren Genuss der Projekte kommen, auch wenn sich das offensichtlich auch auf Regionen erstreckt, die eben nicht schwerpunktmäßig von Herero und Nama bewohnt sind?"
"1062142","Jürgen","Trittin","Grüne","Member of Parliament","2021-06-09T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19232.pdf","\n\nHerr Minister, ich möchte gern noch mal auf den Anfang Ihrer Ausführungen, auf das Treffen der G 7, zurückkommen. Gestern hat die Bundeskanzlerin bei der Feier zu 20 Jahren Nachhaltigkeitsrat einen bemerkenswerten Satz zum Thema Klimaschutz gesagt: Was wir bisher gemacht haben, war schlicht zu wenig. – Wenn das jetzt im Mittelpunkt des G-7-Treffens steht, frage ich Sie: Was wollen Sie dort zusätzlich zu dem anbieten, was Ihre eigene Regierungschefin als zu wenig bezeichnet hat?\n\nEs sind ja verschiedene Dinge denkbar. Sie könnten sich überlegen, dem Aufruf der Internationalen Energie-Agentur zu folgen und im Rahmen von Regeln für Green Finance keinerlei Investitionen in fossile Infrastruktur mehr zuzulassen. Sie könnten gemeinsam mit den USA – John Kerry hat das verschiedentlich vorgeschlagen – sagen: Wenn wir unsere Industrie CO2-frei gestalten, dann muss die vor Dumping-Konkurrenz geschützt werden; deswegen lasst uns doch auf so etwas wie ein Cross-Border Adjustment verständigen.\n\nWas sind Ihre Vorschläge für die G 7, um das zu überwinden, was die Kanzlerin als „zu wenig“ bezeichnet hat?\n\n({0})"
